video no,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,21x,21y,22x,22y,23x,23y,24x,24y,25x,25y,26x,26y,27x,27y,28x,28y,29x,29y,30x,30y,31x,31y,32x,32y,33x,33y,34x,34y,35x,35y,36x,36y,37x,37y,38x,38y,39x,39y,40x,40y,41x,41y,42x,42y,43x,43y,44x,44y,45x,45y,46x,46y,47x,47y,48x,48y,49x,49y,50x,50y,51x,51y,52x,52y,53x,53y,54x,54y,55x,55y,56x,56y,57x,57y,58x,58y,59x,59y,60x,60y,61x,61y,62x,62y,63x,63y,64x,64y,65x,65y,polarity
2,508.503703704,148.274074074,510.851851852,170.540740741,514.62962963,190.622222222,518.8,211.192592593,527.681481481,235.17037037,540.940740741,251.251851852,552.703703704,261.918518519,622.133333333,295.266666667,640.207407407,297.607407407,658.548148148,293.985185185,671.740740741,286.377777778,687.666666667,274.340740741,704.311111111,255.792592593,714.992592593,229.651851852,718.911111111,206.940740741,721.651851852,184.918518519,722.8,160.585185185,574.859259259,139.103703704,581.074074074,131.792592593,589.82962963,128.02962963,602.007407407,128.614814815,612.725925926,132.866666667,649.192592593,130.718518519,660.355555556,125.711111111,673.822222222,124.148148148,685.42962963,126.859259259,695.133333333,133.607407407,631.807407407,161.481481481,630.711111111,176.948148148,629.888888889,191.725925926,630.362962963,207.585185185,617.533333333,215.688888889,625.22962963,216.007407407,632.992592593,217.266666667,641.4,215.459259259,651.111111111,214.340740741,588.562962963,161.081481481,593.725925926,156.644444444,605.103703704,156.222222222,616.392592593,161.414814815,605.911111111,166.0,594.985185185,166.57037037,652.607407407,159.785185185,662.955555556,153.533333333,674.977777778,153.437037037,683.866666667,157.488888889,675.340740741,163.637037037,663.444444444,163.866666667,604.42962963,242.059259259,616.385185185,234.718518519,625.125925926,230.859259259,633.607407407,231.911111111,642.57037037,230.481481481,653.748148148,233.755555556,670.703703704,238.962962963,655.577777778,251.051851852,647.066666667,255.785185185,635.503703704,257.4,624.659259259,256.607407407,617.407407407,252.607407407,624.911111111,239.162962963,634.696296296,239.266666667,645.148148148,238.644444444,645.844444444,242.777777778,635.140740741,244.703703704,625.044444444,243.844444444,1.0
2,565.255319149,158.191489362,568.70212766,182.957446809,573.808510638,205.106382979,579.255319149,228.106382979,590.893617021,255.468085106,607.170212766,273.382978723,621.14893617,285.063829787,632.936170213,291.361702128,651.212765957,293.170212766,669.021276596,289.276595745,680.893617021,281.127659574,695.70212766,268.276595745,711.595744681,248.255319149,721.0,219.957446809,723.765957447,196.531914894,725.723404255,173.893617021,726.021276596,148.957446809,579.085106383,138.765957447,586.191489362,132.872340426,595.617021277,129.553191489,608.404255319,130.276595745,619.70212766,133.893617021,656.680851064,131.14893617,667.680851064,125.936170213,680.765957447,123.680851064,692.0,125.553191489,701.340425532,130.382978723,640.382978723,159.553191489,640.617021277,175.531914894,640.957446809,190.872340426,642.106382979,206.765957447,626.29787234,213.85106383,635.510638298,214.234042553,643.723404255,215.553191489,652.276595745,213.319148936,662.255319149,211.595744681,593.978723404,157.723404255,599.872340426,153.893617021,611.446808511,153.042553191,622.872340426,157.744680851,612.446808511,162.595744681,601.319148936,163.106382979,660.063829787,155.340425532,670.680851064,148.808510638,682.808510638,148.617021277,691.021276596,151.680851064,683.0,158.127659574,671.234042553,158.787234043,614.063829787,239.914893617,626.978723404,233.127659574,636.14893617,229.446808511,644.723404255,230.446808511,653.553191489,228.638297872,664.255319149,231.127659574,680.191489362,234.893617021,666.063829787,247.765957447,658.042553191,252.638297872,646.872340426,254.468085106,635.893617021,253.787234043,628.063829787,250.085106383,635.659574468,237.276595745,645.553191489,237.446808511,655.531914894,236.361702128,656.170212766,239.574468085,645.978723404,241.85106383,635.808510638,241.063829787,0.0
2,574.516129032,155.548387097,577.451612903,180.161290323,582.064516129,202.322580645,587.096774194,225.612903226,598.967741935,255.548387097,616.0,274.387096774,630.580645161,287.225806452,642.612903226,294.225806452,661.387096774,297.548387097,678.903225806,294.451612903,689.548387097,286.677419355,702.548387097,273.741935484,717.096774194,254.0,725.290322581,221.064516129,728.290322581,197.709677419,731.387096774,175.35483871,732.677419355,150.806451613,596.838709677,136.838709677,605.612903226,130.322580645,616.64516129,127.451612903,630.612903226,128.548387097,641.935483871,132.64516129,678.096774194,131.064516129,689.096774194,126.032258065,701.774193548,124.35483871,712.161290323,126.225806452,719.580645161,132.032258065,661.35483871,160.580645161,662.225806452,176.774193548,663.161290323,192.193548387,663.612903226,208.258064516,642.0,212.387096774,653.032258065,213.64516129,662.096774194,215.483870968,670.870967742,213.258064516,679.870967742,211.322580645,610.709677419,158.225806452,618.161290323,154.870967742,630.129032258,154.677419355,641.161290323,159.387096774,630.64516129,164.064516129,619.129032258,164.225806452,677.483870968,157.935483871,688.870967742,151.967741935,700.709677419,151.774193548,707.64516129,154.516129032,700.225806452,161.387096774,689.129032258,162.0,619.516129032,234.451612903,636.967741935,227.612903226,650.516129032,224.870967742,662.032258065,225.741935484,673.193548387,224.290322581,685.741935484,226.096774194,701.161290323,230.774193548,686.548387097,247.774193548,676.806451613,256.419354839,662.161290323,259.387096774,646.967741935,257.35483871,636.258064516,249.387096774,645.774193548,232.258064516,661.35483871,232.806451613,676.290322581,231.451612903,677.161290323,241.64516129,661.322580645,246.096774194,644.612903226,243.161290323,1.0
2,541.26056338,159.982394366,544.186619718,183.985915493,548.598591549,205.612676056,553.292253521,227.855633803,562.88028169,254.10915493,576.464788732,271.728873239,588.834507042,283.299295775,612.14084507,296.059859155,629.845070423,297.823943662,648.063380282,293.950704225,660.897887324,285.827464789,676.401408451,273.042253521,692.440140845,253.507042254,701.845070423,226.633802817,705.066901408,203.598591549,707.26056338,181.218309859,707.933098592,156.588028169,561.207746479,138.781690141,567.186619718,131.647887324,575.612676056,127.841549296,587.514084507,128.288732394,598.225352113,132.264084507,634.25,129.485915493,645.204225352,124.302816901,658.538732394,122.580985915,670.116197183,125.070422535,679.774647887,131.39084507,617.862676056,160.785211268,617.035211268,176.746478873,616.419014085,192.11971831,617.299295775,208.126760563,605.007042254,217.123239437,612.933098592,216.940140845,620.566901408,217.968309859,628.901408451,216.102112676,639.267605634,215.26056338,575.264084507,160.436619718,580.25,155.961267606,591.704225352,155.373239437,602.971830986,160.39084507,592.672535211,165.461267606,581.73943662,166.207746479,638.545774648,158.306338028,648.616197183,151.654929577,660.616197183,151.478873239,669.552816901,155.461267606,661.288732394,161.940140845,649.422535211,162.35915493,594.429577465,245.313380282,605.401408451,237.549295775,613.419014085,233.235915493,621.341549296,234.137323944,629.771126761,232.651408451,640.278169014,236.116197183,656.38028169,241.116197183,642.35915493,252.75,634.883802817,257.426056338,624.056338028,259.024647887,613.940140845,258.482394366,607.007042254,255.01056338,613.848591549,241.584507042,622.654929577,241.330985915,631.841549296,240.693661972,632.595070423,244.154929577,623.338028169,246.172535211,614.197183099,245.588028169,1.0
2,547.627118644,164.415254237,551.550847458,189.338983051,556.974576271,211.788135593,562.711864407,235.06779661,573.415254237,262.423728814,588.279661017,280.415254237,601.661016949,292.398305085,612.86440678,298.576271186,631.016949153,300.033898305,648.728813559,296.101694915,660.881355932,287.983050847,676.355932203,274.855932203,691.949152542,254.449152542,701.237288136,224.584745763,703.855932203,200.754237288,705.601694915,177.872881356,705.652542373,152.593220339,557.372881356,138.177966102,563.474576271,130.279661017,572.194915254,125.974576271,584.576271186,125.923728814,595.754237288,129.86440678,632.36440678,125.915254237,643.559322034,120.288135593,656.949152542,118.296610169,668.711864407,120.847457627,678.322033898,127.483050847,616.669491525,159.559322034,616.5,175.93220339,616.601694915,191.618644068,617.983050847,208.322033898,604.525423729,217.855932203,612.855932203,217.330508475,620.813559322,218.262711864,629.347457627,216.118644068,639.652542373,214.940677966,572.144067797,160.669491525,577.576271186,156.042372881,589.186440678,155.13559322,600.830508475,159.974576271,590.466101695,165.627118644,579.118644068,166.745762712,636.881355932,156.779661017,647.211864407,149.661016949,659.338983051,149.076271186,668.220338983,152.822033898,660.254237288,160.06779661,648.322033898,160.796610169,594.372881356,247.042372881,605.872881356,238.330508475,614.211864407,233.559322034,622.355932203,234.305084746,630.703389831,232.491525424,641.508474576,236.0,657.686440678,240.915254237,643.838983051,253.508474576,636.245762712,258.449152542,625.228813559,260.406779661,614.881355932,259.957627119,607.711864407,256.576271186,614.508474576,242.220338983,623.550847458,241.728813559,632.940677966,240.889830508,633.728813559,244.686440678,624.186440678,247.059322034,614.703389831,246.754237288,-1.0
2,548.649122807,163.201754386,552.228070175,187.543859649,557.219298246,209.438596491,562.49122807,231.938596491,572.578947368,258.254385965,586.728070175,275.745614035,599.675438596,287.307017544,610.51754386,293.368421053,628.201754386,294.859649123,646.210526316,290.763157895,658.842105263,282.894736842,674.561403509,270.061403509,690.394736842,250.307017544,699.456140351,221.938596491,701.99122807,198.833333333,703.728070175,176.333333333,703.763157895,151.640350877,556.526315789,138.421052632,562.622807018,131.350877193,571.0,127.070175439,582.833333333,127.01754386,593.578947368,130.631578947,629.333333333,126.780701754,640.368421053,121.342105263,653.833333333,119.48245614,665.587719298,121.929824561,675.543859649,127.763157895,613.49122807,156.464912281,613.070175439,172.078947368,612.833333333,187.122807018,614.061403509,203.219298246,601.5,212.850877193,609.5,212.280701754,617.289473684,213.157894737,625.824561404,211.105263158,636.429824561,210.131578947,570.938596491,158.052631579,575.903508772,153.438596491,587.00877193,152.342105263,598.447368421,157.114035088,588.219298246,162.184210526,577.535087719,163.166666667,634.447368421,154.035087719,644.473684211,146.99122807,656.385964912,146.666666667,665.175438596,150.368421053,657.122807018,156.763157895,645.464912281,157.412280702,591.070175439,241.298245614,601.885964912,232.350877193,610.254385965,227.640350877,618.666666667,228.385964912,627.456140351,226.596491228,638.657894737,230.087719298,655.210526316,235.622807018,641.166666667,248.324561404,633.254385965,253.745614035,621.868421053,255.728070175,611.0,255.061403509,603.798245614,251.254385965,610.526315789,236.350877193,620.114035088,235.815789474,630.087719298,235.122807018,631.219298246,240.096491228,620.815789474,242.50877193,610.850877193,241.921052632,0.0
2,555.803571429,154.133928571,557.991071429,178.598214286,561.705357143,200.857142857,565.696428571,223.955357143,574.696428571,251.616071429,587.955357143,270.633928571,600.482142857,283.330357143,611.482142857,290.160714286,629.580357143,292.553571429,648.446428571,289.142857143,661.875,281.455357143,678.214285714,268.839285714,694.651785714,249.482142857,704.553571429,223.196428571,708.723214286,200.125,711.803571429,177.678571429,713.4375,152.973214286,565.991071429,132.142857143,572.491071429,125.928571429,581.017857143,122.5,592.901785714,123.366071429,603.392857143,127.491071429,639.723214286,126.089285714,650.848214286,121.535714286,664.303571429,120.142857143,675.714285714,123.0,685.098214286,128.964285714,621.991071429,154.901785714,620.625,170.517857143,619.482142857,185.5625,619.830357143,201.4375,607.223214286,210.035714286,614.928571429,210.071428571,622.526785714,211.366071429,630.892857143,209.875,641.044642857,209.482142857,579.276785714,152.642857143,584.589285714,148.553571429,595.794642857,148.169642857,606.8125,153.625,596.357142857,158.116071429,585.598214286,158.428571429,643.160714286,152.857142857,653.4375,146.732142857,665.598214286,147.044642857,674.267857143,151.232142857,665.758928571,157.178571429,653.883928571,157.169642857,596.705357143,238.616071429,607.535714286,231.035714286,615.330357143,226.821428571,622.75,228.071428571,630.848214286,226.830357143,640.857142857,231.1875,656.232142857,237.142857143,642.071428571,247.169642857,634.901785714,250.6875,624.517857143,251.5,615.080357143,250.901785714,608.723214286,247.991071429,615.946428571,235.348214286,623.875,235.419642857,632.294642857,235.285714286,632.696428571,237.526785714,624.276785714,238.741071429,616.160714286,238.169642857,1.0
3,106.319444444,91.1527777778,107.263888889,103.722222222,109.111111111,115.111111111,111.347222222,126.597222222,116.833333333,139.527777778,125.680555556,148.694444444,133.722222222,154.888888889,140.402777778,158.5,150.291666667,159.944444444,160.222222222,158.458333333,167.180555556,154.527777778,175.597222222,148.694444444,184.680555556,139.638888889,189.916666667,127.319444444,192.347222222,115.777777778,194.180555556,104.166666667,195.194444444,91.5416666667,116.055555556,78.7361111111,120.555555556,75.6527777778,126.069444444,74.1388888889,133.041666667,74.9722222222,139.041666667,77.2083333333,160.013888889,77.1527777778,165.916666667,74.5,173.083333333,73.8194444444,178.958333333,74.9444444444,183.861111111,78.0277777778,149.486111111,88.0277777778,149.347222222,95.3055555556,149.152777778,102.263888889,149.125,110.125,139.347222222,114.277777778,144.541666667,114.333333333,149.416666667,115.25,154.277777778,114.319444444,159.638888889,114.277777778,122.847222222,87.4444444444,126.444444444,85.5,132.652777778,85.0555555556,138.819444444,87.7916666667,132.916666667,89.5416666667,126.958333333,89.5833333333,160.611111111,87.8472222222,166.722222222,84.9583333333,173.458333333,85.4444444444,177.625,87.4444444444,172.930555556,89.5138888889,166.625,89.4722222222,130.583333333,126.805555556,138.180555556,122.875,144.0,120.958333333,149.472222222,121.486111111,154.972222222,121.083333333,161.291666667,122.708333333,169.569444444,126.541666667,161.625,133.097222222,156.680555556,135.736111111,149.777777778,136.708333333,143.013888889,135.777777778,138.416666667,133.083333333,143.152777778,125.527777778,149.625,125.875,156.194444444,125.638888889,156.722222222,129.5,149.680555556,130.791666667,142.875,129.666666667,-1.0
3,118.38961039,88.8311688312,119.168831169,101.337662338,120.779220779,112.714285714,122.818181818,124.246753247,128.38961039,137.324675325,137.168831169,146.519480519,145.103896104,153.0,151.662337662,156.571428571,161.298701299,158.116883117,170.961038961,156.831168831,177.675324675,153.168831169,185.831168831,147.493506494,194.805194805,138.74025974,200.0,126.376623377,202.493506494,114.883116883,204.519480519,103.506493506,205.74025974,90.987012987,128.87012987,76.4935064935,133.623376623,73.7532467532,139.064935065,72.1558441558,145.974025974,73.0,151.909090909,75.5454545455,172.61038961,75.7922077922,178.441558442,73.2597402597,185.415584416,72.7532467532,191.090909091,74.0909090909,195.805194805,77.1168831169,162.077922078,85.8181818182,161.922077922,92.9090909091,161.753246753,99.7532467532,161.649350649,107.558441558,151.61038961,111.623376623,156.896103896,111.766233766,161.636363636,112.792207792,166.298701299,111.87012987,171.584415584,111.935064935,135.532467532,85.0649350649,139.077922078,83.1558441558,145.116883117,82.8051948052,151.116883117,85.5064935065,145.402597403,87.1038961039,139.623376623,87.0909090909,172.688311688,86.012987013,178.987012987,83.3506493506,185.415584416,83.8571428571,189.428571429,86.0779220779,184.935064935,87.7272727273,178.636363636,87.5584415584,142.74025974,124.077922078,150.25974026,120.116883117,156.116883117,118.337662338,161.506493506,119.025974026,166.883116883,118.532467532,172.883116883,120.428571429,180.766233766,124.532467532,172.922077922,130.818181818,168.181818182,133.142857143,161.506493506,133.935064935,154.87012987,132.987012987,150.155844156,130.376623377,155.064935065,123.090909091,161.480519481,123.337662338,167.935064935,123.350649351,168.233766234,127.155844156,161.493506494,128.246753247,154.753246753,127.051948052,-1.0
3,103.327645051,94.9931740614,104.849829352,107.965870307,107.37883959,119.730375427,110.767918089,131.505119454,119.262798635,144.440273038,131.341296928,153.013651877,142.187713311,158.259385666,150.129692833,161.651877133,160.948805461,162.870307167,171.300341297,161.170648464,130.494880546,115.907849829,136.358361775,111.354948805,142.774744027,104.42662116,146.160409556,94.9351535836,147.505119454,86.2491467577,148.590443686,77.6484641638,149.037542662,68.180887372,119.866894198,81.7883959044,125.945392491,78.4539249147,132.518771331,76.8122866894,140.590443686,77.4812286689,147.33447099,79.662116041,169.730375427,79.204778157,175.962457338,76.5324232082,183.177474403,75.4402730375,189.013651877,76.6996587031,193.549488055,79.6928327645,159.33105802,89.4607508532,160.136518771,96.6245733788,161.051194539,103.303754266,161.375426621,111.201365188,148.194539249,116.33105802,154.829351536,115.941979522,160.310580205,116.764505119,165.232081911,115.870307167,170.197952218,116.027303754,128.252559727,89.566552901,132.754266212,87.3993174061,139.215017065,86.7747440273,145.552901024,89.4197952218,139.580204778,91.0989761092,133.242320819,91.1604095563,169.225255973,89.2320819113,176.09556314,86.0443686007,182.890784983,86.5699658703,186.460750853,88.638225256,182.163822526,90.3071672355,175.825938567,90.3412969283,139.627986348,129.211604096,148.614334471,124.778156997,154.993174061,122.651877133,160.624573379,123.139931741,166.139931741,122.43003413,172.139931741,124.283276451,179.822525597,128.348122867,172.590443686,134.42662116,167.928327645,136.467576792,161.358361775,137.23890785,154.436860068,136.610921502,149.180887372,134.607508532,153.931740614,127.703071672,160.508532423,127.894197952,166.863481229,127.552901024,167.232081911,129.918088737,160.836177474,130.989761092,153.894197952,130.23890785,-1.0
3,112.55163728,93.8992443325,113.450881612,107.100755668,115.201511335,119.115869018,117.345088161,131.465994962,122.710327456,145.544080605,131.755667506,156.241813602,140.156171285,163.347607053,147.118387909,167.478589421,157.211586902,169.251889169,167.644836272,167.65743073,172.949622166,161.463476071,181.858942065,154.848866499,191.476070529,144.735516373,196.921914358,131.692695214,199.440806045,119.561712846,201.617128463,107.649874055,202.972292191,94.5415617128,122.181360202,84.6146095718,127.16372796,82.2493702771,133.062972292,81.1032745592,140.43324937,82.2493702771,146.712846348,84.8337531486,168.717884131,85.1687657431,175.022670025,82.6146095718,182.755667506,81.6750629723,189.050377834,82.8110831234,194.322418136,85.1738035264,157.702770781,94.6397984887,157.41813602,102.337531486,157.078085642,109.803526448,156.964735516,118.005037783,146.624685139,120.858942065,152.080604534,121.392947103,157.115869018,122.624685139,162.120906801,121.629722922,167.823677582,121.234256927,129.697732997,92.8060453401,133.455919395,91.1964735516,139.765743073,90.8161209068,146.206549118,93.3425692695,140.047858942,95.0277078086,134.052896725,94.8841309824,169.400503778,93.9143576826,175.889168766,91.3375314861,182.735516373,92.0831234257,186.994962217,93.7078085642,182.035264484,95.637279597,175.634760705,95.4685138539,137.476070529,133.16372796,145.198992443,129.697732997,151.345088161,128.173803526,157.027707809,128.982367758,162.798488665,128.367758186,169.284634761,129.977329975,177.748110831,133.531486146,169.322418136,140.100755668,164.062972292,142.506297229,157.166246851,143.267002519,150.246851385,142.304785894,145.380352645,139.62720403,150.438287154,132.695214106,157.100755668,133.249370277,163.967254408,132.939546599,164.332493703,136.143576826,157.221662469,137.327455919,150.158690176,136.027707809,-1.0
3,115.252747253,80.956043956,116.285714286,94.021978022,118.164835165,105.857142857,120.505494505,117.78021978,125.956043956,130.32967033,134.923076923,139.802197802,143.318681319,146.175824176,150.153846154,149.593406593,160.241758242,151.0,170.274725275,149.384615385,169.384615385,139.351648352,177.648351648,133.923076923,186.164835165,125.362637363,191.131868132,113.549450549,193.384615385,102.208791209,195.340659341,90.9340659341,196.593406593,78.5714285714,126.395604396,64.978021978,131.208791209,61.0769230769,136.945054945,59.1868131868,144.032967033,59.6593406593,150.10989011,62.1758241758,171.164835165,62.2637362637,177.131868132,59.7582417582,184.307692308,59.4395604396,190.241758242,61.1648351648,194.945054945,64.9450549451,160.989010989,72.989010989,160.945054945,79.9450549451,160.912087912,86.7252747253,160.846153846,94.9450549451,151.0,100.406593407,155.923076923,100.21978022,160.56043956,101.208791209,165.131868132,100.351648352,169.802197802,100.582417582,133.582417582,74.0879120879,137.307692308,71.6703296703,143.527472527,71.2307692308,149.725274725,73.9120879121,143.879120879,75.5714285714,137.879120879,75.7692307692,171.32967033,74.2087912088,177.615384615,71.5054945055,184.230769231,72.1758241758,188.208791209,74.5824175824,183.692307692,76.1538461538,177.428571429,75.8901098901,141.428571429,114.648351648,149.142857143,109.747252747,155.10989011,107.450549451,160.428571429,108.065934066,165.714285714,107.527472527,171.714285714,109.89010989,179.505494505,114.538461538,171.714285714,120.362637363,167.098901099,122.296703297,160.56043956,123.0,153.901098901,122.340659341,149.274725275,120.164835165,154.230769231,112.802197802,160.417582418,112.967032967,166.703296703,112.945054945,167.087912088,116.417582418,160.56043956,117.340659341,153.868131868,116.43956044,-1.0
4,190.653846154,95.3461538462,191.923076923,107.038461538,194.192307692,117.615384615,196.692307692,128.615384615,201.538461538,141.769230769,209.0,150.538461538,215.538461538,155.961538462,220.961538462,159.192307692,228.846153846,160.346153846,236.653846154,158.846153846,241.923076923,155.115384615,248.5,149.346153846,255.692307692,140.384615385,259.923076923,127.038461538,261.538461538,115.884615385,262.961538462,105.307692308,263.653846154,93.4230769231,198.038461538,84.4230769231,201.461538462,81.4615384615,206.192307692,79.9615384615,212.307692308,80.8076923077,217.307692308,82.8461538462,234.576923077,82.1923076923,239.576923077,79.7692307692,245.538461538,78.8846153846,250.5,79.9615384615,254.615384615,82.6923076923,226.5,94.3846153846,226.730769231,101.576923077,226.807692308,108.538461538,227.076923077,115.961538462,220.076923077,119.653846154,223.884615385,119.846153846,227.346153846,120.769230769,230.769230769,119.769230769,234.461538462,119.269230769,204.307692308,93.9615384615,207.346153846,92.1923076923,212.923076923,91.8076923077,218.0,93.8076923077,213.192307692,96.0,207.961538462,96.5384615385,234.846153846,93.6923076923,240.0,90.9230769231,245.615384615,91.0,249.153846154,92.7307692308,245.538461538,95.1923076923,240.115384615,95.3076923077,213.230769231,132.307692308,219.076923077,129.346153846,223.653846154,127.807692308,227.461538462,128.461538462,231.461538462,127.769230769,236.115384615,129.0,242.615384615,131.038461538,236.461538462,136.5,232.769230769,138.423076923,227.807692308,139.307692308,222.846153846,138.846153846,219.384615385,137.038461538,223.038461538,131.576923077,227.538461538,131.692307692,232.115384615,131.346153846,232.346153846,132.923076923,227.653846154,133.884615385,222.961538462,133.346153846,-1.0
4,188.754098361,85.5737704918,189.868852459,95.4918032787,191.803278689,104.524590164,193.967213115,113.901639344,197.983606557,123.770491803,204.721311475,131.540983607,211.131147541,136.639344262,216.491803279,139.819672131,224.672131148,140.754098361,232.868852459,138.885245902,238.327868852,135.262295082,244.918032787,129.754098361,251.344262295,121.524590164,254.918032787,111.0,256.245901639,101.573770492,257.573770492,92.3114754098,257.786885246,82.2295081967,195.213114754,72.5245901639,198.393442623,69.1475409836,202.508196721,67.3770491803,208.016393443,67.6885245902,212.868852459,69.5737704918,228.704918033,68.6393442623,233.540983607,66.2131147541,239.229508197,65.3442622951,244.06557377,66.5409836066,247.852459016,69.8032786885,221.540983607,80.6721311475,221.639344262,86.6557377049,221.639344262,92.2950819672,221.836065574,99.0,216.196721311,103.327868852,219.147540984,103.278688525,222.278688525,103.639344262,225.540983607,102.852459016,228.557377049,102.770491803,201.163934426,82.0,203.967213115,79.9344262295,209.06557377,79.5573770492,213.918032787,81.3278688525,209.475409836,83.5737704918,204.524590164,84.1639344262,229.426229508,80.5573770492,234.06557377,78.1147540984,239.245901639,78.1639344262,242.852459016,79.8852459016,239.31147541,82.3442622951,234.245901639,82.393442623,209.819672131,116.278688525,215.049180328,112.754098361,219.0,110.672131148,222.573770492,111.049180328,226.245901639,110.344262295,230.573770492,112.131147541,236.68852459,114.606557377,230.967213115,119.180327869,227.754098361,120.786885246,223.245901639,121.393442623,218.836065574,121.278688525,215.770491803,119.901639344,218.983606557,114.409836066,222.803278689,114.295081967,226.950819672,114.163934426,227.245901639,115.803278689,223.049180328,116.62295082,218.983606557,116.278688525,-1.0
4,150.78030303,68.196969697,151.833333333,75.5075757576,153.272727273,82.053030303,155.098484848,88.9015151515,159.015151515,96.0075757576,165.015151515,101.954545455,170.522727273,105.878787879,222.189393939,142.833333333,231.113636364,144.871212121,232.446969697,139.818181818,175.424242424,104.303030303,180.590909091,100.484848485,186.015151515,94.6212121212,189.075757576,87.5227272727,190.356060606,80.7803030303,191.234848485,74.196969697,191.583333333,66.9166666667,202.439393939,81.803030303,205.545454545,79.4545454545,209.310606061,78.303030303,215.666666667,79.5227272727,220.0,81.1212121212,234.545454545,80.1439393939,238.674242424,77.8787878788,237.553030303,74.9393939394,241.848484848,75.5454545455,245.431818182,77.5,227.818181818,89.7575757576,227.962121212,95.6818181818,228.113636364,101.378787879,228.371212121,107.651515152,221.446969697,109.909090909,225.727272727,110.909090909,228.856060606,111.424242424,231.833333333,110.484848485,228.651515152,107.454545455,207.939393939,89.0454545455,211.833333333,88.196969697,214.833333333,86.8939393939,219.106060606,88.5378787879,215.212121212,90.4166666667,210.962121212,90.8181818182,228.962121212,86.446969697,233.0,84.1363636364,243.803030303,86.0909090909,240.613636364,85.4090909091,237.454545455,87.5378787879,233.083333333,87.7196969697,216.537878788,121.143939394,222.484848485,119.515151515,225.871212121,117.795454545,229.075757576,118.181818182,232.196969697,117.371212121,236.007575758,118.666666667,235.022727273,117.666666667,230.106060606,121.893939394,233.507575758,126.242424242,229.560606061,126.931818182,225.848484848,126.71969697,221.659090909,124.659090909,226.022727273,121.068181818,229.363636364,121.045454545,232.795454545,120.674242424,233.0,121.651515152,229.46969697,122.401515152,226.053030303,122.166666667,-1.0
4,182.733606557,80.6967213115,184.5,89.9713114754,186.704918033,98.368852459,189.258196721,107.233606557,193.676229508,116.704918033,200.524590164,124.598360656,206.860655738,129.573770492,220.422131148,138.487704918,227.860655738,138.946721311,235.06557377,136.942622951,224.143442623,124.68442623,229.68442623,118.827868852,235.159836066,110.31147541,237.979508197,100.348360656,238.868852459,91.3975409836,239.508196721,82.7950819672,239.602459016,73.4221311475,196.581967213,77.0983606557,199.745901639,75.1885245902,203.799180328,74.0040983607,209.106557377,74.5491803279,213.782786885,75.9344262295,229.098360656,74.4344262295,233.381147541,72.1024590164,238.741803279,70.6475409836,243.102459016,70.9508196721,246.741803279,72.1803278689,222.426229508,83.4467213115,223.06557377,89.4344262295,223.56147541,95.2991803279,224.180327869,101.557377049,218.352459016,104.713114754,221.385245902,104.844262295,224.471311475,105.266393443,227.446721311,104.254098361,230.37295082,103.532786885,202.56147541,83.6229508197,205.131147541,82.2336065574,209.913934426,81.4836065574,214.495901639,82.9139344262,210.442622951,84.9549180328,205.987704918,85.5081967213,229.975409836,81.5573770492,234.290983607,79.0860655738,239.225409836,79.0245901639,242.323770492,79.8647540984,239.159836066,82.3237704918,234.454918033,82.7418032787,214.172131148,116.508196721,218.639344262,113.844262295,221.967213115,112.057377049,225.135245902,112.426229508,228.172131148,111.524590164,231.93852459,112.754098361,236.864754098,114.180327869,232.225409836,118.635245902,229.606557377,120.098360656,225.922131148,120.93442623,222.204918033,120.803278689,219.409836066,119.795081967,222.200819672,115.31557377,225.356557377,115.245901639,228.532786885,114.836065574,228.655737705,115.573770492,225.463114754,116.307377049,222.209016393,116.12295082,-1.0
